taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2527593	Panellus serotinus (Pers.) Kühner	2527596	Hohenbuehelia serotina (Pers.) Singer	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pleurotaceae	4183	Hohenbuehelia	2526255	Hohenbuehelia serotina	2527596	
2538774	Hygrophorus lucorum Kalchbr.	2538774	Hygrophorus lucorum Kalchbr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Hygrophorus	2525706	Hygrophorus lucorum	2538774	
5243429	Agaricus augustus Fr.	5243429	Agaricus augustus Fr.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Agaricus	2518646	Agaricus augustus	5243429	
2524236	Rhizopogon rubescens (Tul. & C.Tul.) Tul. & C.Tul.	2524228	Rhizopogon roseolus (Corda) Th.Fr.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Rhizopogonaceae	8452	Rhizopogon	2524218	Rhizopogon roseolus	2524228	
9109424	Pholiota spumosa (Fr.) Singer	9109424	Pholiota spumosa (Fr.) Singer	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Pholiota	2528397	Pholiota spumosa	9109424	
2528107	Inocybe fastigiata (Schaeff.) Quél.	10846389	Pseudosperma rimosum (Bull.) Matheny & Esteve-Rav.	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Inocybaceae	4177	Pseudosperma	10754240	Pseudosperma rimosum	10846389	
2533721	Gymnopilus liquiritiae (Pers.) P.Karst.	2533721	Gymnopilus liquiritiae (Pers.) P.Karst.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hymenogastraceae	3309302	Gymnopilus	2527854	Gymnopilus liquiritiae	2533721	
5248610	Lactarius chrysorrheus Fr.	5248610	Lactarius chrysorrheus Fr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius chrysorrheus	5248610	
6016491	Boletus pseudocalopus Hongo	8275389	Baorangia pseudocalopus (Hongo) G.Wu & Zhu L.Yang	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Baorangia	7934296	Baorangia pseudocalopus	8275389	
5243447	Agaricus bisporus (J.E.Lange) Imbach	5243447	Agaricus bisporus (J.E.Lange) Imbach	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Agaricus	2518646	Agaricus bisporus	5243447	
2551410	Russula laurocerasi Melzer	2551409	Russula grata Britzelm.	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula grata	2551409	
5240323	Amanita virosa Bertill.	5240323	Amanita virosa Bertill.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita virosa	5240323	
5248135	Poria cocos (Schwein.) F.A.Wolf	2549304	Macrohyporia cocos (Schwein.) I.Johans. & Ryvarden	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Macrohyporia	2549389	Macrohyporia cocos	2549304	
5452113	Amanita rubrovolvata S.Imai	5452113	Amanita rubrovolvata S.Imai	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita rubrovolvata	5452113	
2519942	Coltricia montagnei (Fr.) Murrill	2519942	Coltricia montagnei (Fr.) Murrill	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Coltricia	2519878	Coltricia montagnei	2519942	
2532282	Lepista (Fr.) W.G.Sm.	2532282	Lepista (Fr.) W.G.Sm.	6	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Lepista	2532282			
5246443	Coriolus unicolor (Bull.) Pat.	9070104	Cerrena unicolor (Bull.) Murrill	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Cerrena	2519998	Cerrena unicolor	9070104	
2524102	Phallus Junius ex L., 1753	2524102	Phallus Junius ex L., 1753	3	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Phallus	2524102			
5240279	Amanita porphyria Alb. & Schwein.	5240279	Amanita porphyria Alb. & Schwein.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita porphyria	5240279	
2536991	Cyptotrama asprata (Berk.) Redhead & Ginns	2536991	Cyptotrama asprata (Berk.) Redhead & Ginns	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Physalacriaceae	4182	Cyptotrama	2536985	Cyptotrama asprata	2536991	
9091779	Clavaria P.Micheli, 1729	9091779	Clavaria P.Micheli, 1729	5	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Clavariaceae	8442	Clavaria	9091779			
2535471	Lepiota cristata (Bolton) P.Kumm.	2535471	Lepiota cristata (Bolton) P.Kumm.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lepiota	9227295	Lepiota cristata	2535471	
5246153	Panus rudis Fr.	5246153	Panus rudis Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Panus	7850509	Panus rudis	5246153	
7496350	Amanita rubescens Pers.	7496350	Amanita rubescens Pers.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita rubescens	7496350	
2593672	Trichophaea gregaria (Rehm) Boud.	2593672	Trichophaea gregaria (Rehm) Boud.	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Pyronemataceae	4131	Trichophaea	2593659	Trichophaea gregaria	2593672	
5238865	Sarcodon imbricatus (L.) P.Karst.	5238865	Sarcodon imbricatus (L.) P.Karst.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Bankeraceae	7608	Sarcodon	2521435	Sarcodon imbricatus	5238865	
3324882	Tricholoma flavovirens (Pers.) S.Lundell	3324883	Tricholoma equestre (L.) P.Kumm.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholoma	2527766	Tricholoma equestre	3324883	
2594716	Helvella elastica Bull.	2594716	Helvella elastica Bull.	5	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Helvellaceae	7006	Helvella	2521377	Helvella elastica	2594716	
2526649	Pleurotus cornucopiae (Paulet) Rolland	2526649	Pleurotus cornucopiae (Paulet) Rolland	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pleurotaceae	4183	Pleurotus	2518610	Pleurotus cornucopiae	2526649	
5239468	Mutinus bambusinus (Zoll.) E.Fisch.	5239468	Mutinus bambusinus (Zoll.) E.Fisch.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Mutinus	2523984	Mutinus bambusinus	5239468	
5241366	Pluteus atricapillus (Batsch) Fayod	7446067	Pluteus cervinus (Schaeff.) P.Kumm.	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pluteaceae	8447	Pluteus	2526826	Pluteus cervinus	7446067	
3302355	Camarophyllus pratensis (Fr.) P.Kumm.	3291564	Cuphophyllus pratensis (Fr.) Bon	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Cuphophyllus	7244096	Cuphophyllus pratensis	3291564	
5243591	Oudemansiella radicata (Relhan) Singer	8031042	Hymenopellis radicata (Relhan) R.H.Petersen	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Physalacriaceae	4182	Hymenopellis	8154036	Hymenopellis radicata	8031042	
9547019	Russula mariae Peck	9547019	Russula mariae Peck	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula mariae	9547019	
2520190	Inonotus xeranticus (Berk.) Imazeki & Aoshima	7978528	Hymenochaete xerantica (Berk.) S.H.He & Y.C.Dai	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Hymenochaete	2513798	Hymenochaete xerantica	7978528	
5243258	Lycoperdon perlatum Pers.	5243258	Lycoperdon perlatum Pers.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lycoperdon	9367003	Lycoperdon perlatum	5243258	LC
2520940	Cyclomyces fuscus Kunze ex Fr.	2520940	Cyclomyces fuscus Kunze ex Fr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Cyclomyces	2520939	Cyclomyces fuscus	2520940	
2577614	Bulgaria inquinans (Pers.) Fr.	2577614	Bulgaria inquinans (Pers.) Fr.	3	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Leotiomycetes	179	Phacidiales	10873774	Phacidiaceae	8383	Bulgaria	9789778	Bulgaria inquinans	2577614	
3354645	Tylopilus plumbeoviolaceus (Snell & E.A.Dick) Snell & E.A.Dick	3354645	Tylopilus plumbeoviolaceus (Snell & E.A.Dick) Snell & E.A.Dick	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Tylopilus	2519844	Tylopilus plumbeoviolaceus	3354645	
2537650	Collybia peronata (Bolton) P.Kumm.	7590943	Gymnopus peronatus (Bolton) Gray	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Omphalotaceae	3305518	Gymnopus	2527767	Gymnopus peronatus	7590943	
2528978	Cortinarius pseudosalor J.E.Lange	2528978	Cortinarius pseudosalor J.E.Lange	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Cortinariaceae	4172	Cortinarius	2524960	Cortinarius pseudosalor	2528978	
5249473	Sphaerobolus stellatus Tode	5249473	Sphaerobolus stellatus Tode	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Geastrales	1064	Geastraceae	4199	Sphaerobolus	8086091	Sphaerobolus stellatus	5249473	
9074224	Coprinus radians Fr.	2534651	Coprinellus radians (Fr.) Vilgalys, Hopple & Jacq.Johnson	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Psathyrellaceae	4184	Coprinellus	2534558	Coprinellus radians	2534651	
5241820	Tricholoma matsutake (S.Ito & S.Imai) Singer	5241820	Tricholoma matsutake (S.Ito & S.Imai) Singer	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholoma	2527766	Tricholoma matsutake	5241820	VU
2524809	Xerocomus astraeicola Imazeki	2524808	Pseudoboletus astraeicola (Imazeki) Šutara	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Pseudoboletus	2524802	Pseudoboletus astraeicola	2524808	
2594765	Helvella lacunosa Afzel.	2594765	Helvella lacunosa Afzel.	4	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Helvellaceae	7006	Helvella	2521377	Helvella lacunosa	2594765	
3314876	Phallus impudicus L.	3314876	Phallus impudicus L.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Phallus	2524102	Phallus impudicus	3314876	
5248803	Lactarius volemus (Fr.) Fr.	5248803	Lactarius volemus (Fr.) Fr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius volemus	5248803	
2519516	Xerocomus badius (Fr.) Kuhner	7832732	Imleria badia (Fr.) Vizzini	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Imleria	7621106	Imleria badia	7832732	
5452223	Amanita flavipes S.Imai	5452223	Amanita flavipes S.Imai	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita flavipes	5452223	
8698842	Daedaleopsis tricolor (Bull.) Bondartsev & Singer	8698842	Daedaleopsis tricolor (Bull.) Bondartsev & Singer	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Daedaleopsis	2542672	Daedaleopsis tricolor	8698842	
5240238	Amanita farinosa Schwein.	5240238	Amanita farinosa Schwein.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita farinosa	5240238	
5244310	Paxillus curtisii Berk.	2540164	Meiorganum curtisii (Berk.) Singer, J.García & L.D.Gómez	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Paxillaceae	4195	Meiorganum	2525644	Meiorganum curtisii	2540164	
2532719	Leucopaxillus giganteus (Sowerby) Singer	2532719	Leucopaxillus giganteus (Sowerby) Singer	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Leucopaxillus	2532680	Leucopaxillus giganteus	2532719	
5249599	Cantharellus cinnabarinus (Schwein.) Schwein.	5249599	Cantharellus cinnabarinus (Schwein.) Schwein.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Cantharellales	1300	Cantharellaceae	8457	Cantharellus	9623860	Cantharellus cinnabarinus	5249599	
5241828	Tricholoma robustum (Alb. & Schwein.) Ricken	5241828	Tricholoma robustum (Alb. & Schwein.) Ricken	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholoma	2527766	Tricholoma robustum	5241828	
9208081	Trametes gibbosa (Pers.) Fr.	9208081	Trametes gibbosa (Pers.) Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Trametes	2519084	Trametes gibbosa	9208081	
2547204	Datronia mollis (Sommerf.) Donk	9594942	Cerioporus mollis (Sommerf.) Zmitr. & Kovalenko	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Cerioporus	7240748	Cerioporus mollis	9594942	
5238797	Gomphus floccosus (Schwein.) Singer	2522009	Turbinellus floccosus (Schwein.) Earle ex Giachini & Castellano	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Gomphales	1303	Gomphaceae	8467	Turbinellus	2521521	Turbinellus floccosus	2522009	
5239938	Scleroderma cepa Pers.	5239938	Scleroderma cepa Pers.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Sclerodermataceae	8453	Scleroderma	2524936	Scleroderma cepa	5239938	
7240100	Lactarius hygrophoroides Berk. & M.A.Curtis	7240100	Lactarius hygrophoroides Berk. & M.A.Curtis	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius hygrophoroides	7240100	
8221932	Tremella globospora D.A.Reid	5237378	Tremella globispora D.A.Reid	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Tremellomycetes	149	Tremellales	1123	Tremellaceae	3827	Tremella	6319768	Tremella globispora	5237378	
2538807	Hygrophorus russula (Schaeff. ex Fr.) Kauffman	2538807	Hygrophorus russula (Schaeff. ex Fr.) Kauffman	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Hygrophorus	2525706	Hygrophorus russula	2538807	
2550247	Sparassis crispa (Wulfen) Fr.	2550247	Sparassis crispa (Wulfen) Fr.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Sparassidaceae	7616	Sparassis	2550232	Sparassis crispa	2550247	
7244310	Rhodophyllus murrayi (Berk. & M.A.Curtis) Singer	3346266	Entoloma murrayi (Berk. & M.A.Curtis) Sacc. & P.Syd.	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Entolomataceae	4174	Entoloma	2530002	Entoloma murrayi	3346266	
2519915	Coltricia perennis (L.) Murrill	2519915	Coltricia perennis (L.) Murrill	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Coltricia	2519878	Coltricia perennis	2519915	
5239879	Suillus laricinus (Berk.) Kuntze	5239873	Suillus viscidus (L.) Roussel	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Suillaceae	8455	Suillus	7414997	Suillus viscidus	5239873	
5258678	Aleuria aurantia (Pers.) Fuckel	5258678	Aleuria aurantia (Pers.) Fuckel	4	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Pyronemataceae	4131	Aleuria	2581719	Aleuria aurantia	5258678	
8980864	Peniophora quercina (Pers.) Cooke	8980864	Peniophora quercina (Pers.) Cooke	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Peniophoraceae	7610	Peniophora	2513703	Peniophora quercina	8980864	
3314444	Exidia uvapassa Lloyd	3314444	Exidia uvapassa Lloyd	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Auriculariales	1062	Auriculariaceae	8788	Exidia	2512856	Exidia uvapassa	3314444	
9198759	Hymenoscyphus fructigenus (Bull.) Gray	9198759	Hymenoscyphus fructigenus (Bull.) Gray	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Leotiomycetes	179	Helotiales	1052	Helotiaceae	8381	Hymenoscyphus	2513008	Hymenoscyphus fructigenus	9198759	
3351496	Laccaria vinaceoavellanea Hongo	3351496	Laccaria vinaceoavellanea Hongo	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hydnangiaceae	8445	Laccaria	2526677	Laccaria vinaceoavellanea	3351496	
3484604	Trichoglossum hirsutum (Pers.) Boud.	3484604	Trichoglossum hirsutum (Pers.) Boud.	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Geoglossomycetes	7371755	Geoglossales	8190781	Geoglossaceae	8380	Trichoglossum	2586918	Trichoglossum hirsutum	3484604	
2518646	Agaricus Linnaeus, 1753	2518646	Agaricus Linnaeus, 1753	7	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Agaricus	2518646			
2544188	Irpex lacteus (Fr.) Fr.	2544188	Irpex lacteus (Fr.) Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Meruliaceae	3287	Irpex	2518613	Irpex lacteus	2544188	
2531012	Fistulina hepatica (Schaeff.) With.	2531012	Fistulina hepatica (Schaeff.) With.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Fistulinaceae	8443	Fistulina	9072989	Fistulina hepatica	2531012	
2534413	Coprinus lagopus (Fr.) Fr.	8945216	Coprinopsis lagopus (Fr.) Redhead, Vilgalys & Moncalvo	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Psathyrellaceae	4184	Coprinopsis	2534316	Coprinopsis lagopus	8945216	
3323387	Bolbitius vitellinus (Pers.) Fr.	9127230	Bolbitius titubans (Bull.) Fr.	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Bolbitiaceae	8440	Bolbitius	2529626	Bolbitius titubans	9127230	
9532491	Clavaria miyabeana S.Imai	9532491	Clavaria miyabeana S.Imai	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Clavariaceae	8442	Clavaria	9091779	Clavaria miyabeana	9532491	
2533193	Agrocybe cylindracea (DC.) Maire	8138987	Cyclocybe cylindracea (DC.) Vizzini & Angelini	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Cyclocybe	7243095	Cyclocybe cylindracea	8138987	
8383534	Hapalopilus rutilans (Pers.) Murrill	8383534	Hapalopilus rutilans (Pers.) Murrill	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Hapalopilus	2521381	Hapalopilus rutilans	8383534	
